epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,531.953,1.28904,1.37315,1.19588,0.7316,0.44444,0.60827,0.36419,1.2869,2.35959,1.12437,0.000902222,0.000902222,0.000902222
35,546.543,1.2336,1.18446,1.13022,0.90175,0.56655,0.7627,0.50182,1.20045,2.221,1.06408,0.000915492,0.000915492,0.000915492
36,561.112,1.31076,1.33524,1.13771,0.98009,0.60768,0.79535,0.53231,1.16961,2.15341,1.07272,0.00092797,0.00092797,0.00092797
37,576.837,1.27755,1.16986,1.12882,0.98009,0.60768,0.79535,0.53231,1.16961,2.15341,1.07272,0.000939656,0.000939656,0.000939656
38,591.716,1.2277,1.10773,1.13759,0.96386,0.55556,0.73056,0.47738,1.19339,2.17072,1.1091,0.00095055,0.00095055,0.00095055
39,605.998,1.12474,1.16306,1.09155,0.70939,0.4321,0.52963,0.32239,1.31876,2.3708,1.20315,0.000960652,0.000960652,0.000960652
40,624.373,1.30751,1.41791,1.24236,0.70939,0.4321,0.52963,0.32239,1.31876,2.3708,1.20315,0.000969962,0.000969962,0.000969962
41,640.455,1.31498,1.18129,1.13595,0.57174,0.37037,0.41579,0.26253,1.26732,2.36579,1.18735,0.00097848,0.00097848,0.00097848
42,663.92,1.26503,1.25663,1.13919,0.47714,0.40741,0.37333,0.2584,1.17364,2.33866,1.13165,0.000986206,0.000986206,0.000986206
43,680.503,1.32616,1.30709,1.18791,0.47714,0.40741,0.37333,0.2584,1.17364,2.33866,1.13165,0.00099314,0.00099314,0.00099314
44,696.431,1.17103,1.12507,1.11058,0.63979,0.45679,0.53782,0.37095,1.09209,2.0486,1.10136,0.000999282,0.000999282,0.000999282
45,713.201,1.26654,1.11833,1.09915,0.63979,0.45679,0.53782,0.37095,1.09209,2.0486,1.10136,0.00100463,0.00100463,0.00100463
46,729.484,1.16647,1.14635,1.12877,0.73729,0.58904,0.78212,0.51397,1.13928,1.83909,1.10646,0.00100919,0.00100919,0.00100919
47,747.26,1.09754,1.10264,1.07053,0.73729,0.58904,0.78212,0.51397,1.13928,1.83909,1.10646,0.00101296,0.00101296,0.00101296
48,762.18,1.04428,1.03472,1.07963,0.87573,0.69608,0.85609,0.57947,1.14617,1.7129,1.11493,0.00101593,0.00101593,0.00101593
49,776.849,1.23912,1.0881,1.143,0.87573,0.69608,0.85609,0.57947,1.14617,1.7129,1.11493,0.00101811,0.00101811,0.00101811
50,791.661,1.13723,1.33228,1.17545,0.88886,0.76543,0.86895,0.5846,1.10829,1.52195,1.0947,0.0010195,0.0010195,0.0010195
51,806.951,1.11359,1.07328,1.06381,0.88886,0.76543,0.86895,0.5846,1.10829,1.52195,1.0947,0.00101,0.00101,0.00101
52,822.812,1.12142,1.06934,1.09427,0.8571,0.77778,0.86069,0.59047,1.04362,1.42025,1.05147,0.0009902,0.0009902,0.0009902
53,838.342,1.11597,1.12571,1.08316,0.8571,0.77778,0.86069,0.59047,1.04362,1.42025,1.05147,0.0009704,0.0009704,0.0009704
54,853.87,1.03037,1.13314,1.03392,0.85956,0.79012,0.86418,0.58307,1.09985,1.36531,1.07228,0.0009506,0.0009506,0.0009506
55,870.127,1.19137,1.20158,1.11137,0.85956,0.79012,0.86418,0.58307,1.09985,1.36531,1.07228,0.0009308,0.0009308,0.0009308
56,884.958,1.08864,0.99099,1.10335,0.77295,0.82716,0.8604,0.57351,1.12511,1.37042,1.10232,0.000911,0.000911,0.000911
57,902.155,1.002,1.04571,1.01972,0.77295,0.82716,0.8604,0.57351,1.12511,1.37042,1.10232,0.0008912,0.0008912,0.0008912
58,919.702,1.06116,0.91533,1.03249,0.82544,0.90123,0.90286,0.64025,1.0038,1.29335,1.03817,0.0008714,0.0008714,0.0008714
59,936.375,1.01521,1.02985,1.06549,0.82544,0.90123,0.90286,0.64025,1.0038,1.29335,1.03817,0.0008516,0.0008516,0.0008516
60,953.388,1.05607,1.09525,1.13467,0.87064,0.914,0.95965,0.7107,0.91002,1.13783,0.97338,0.0008318,0.0008318,0.0008318
61,973.02,1.12081,1.00542,1.07868,0.87064,0.914,0.95965,0.7107,0.91002,1.13783,0.97338,0.000812,0.000812,0.000812
62,988.558,1.0095,0.95894,1.04198,0.9355,0.89534,0.96764,0.70976,0.9242,1.05426,0.97875,0.0007922,0.0007922,0.0007922
63,1003.7,1.00789,0.92121,1.02287,0.9355,0.89534,0.96764,0.70976,0.9242,1.05426,0.97875,0.0007724,0.0007724,0.0007724
64,1018.51,1.03594,0.91688,1.01499,0.94831,0.90611,0.95138,0.70016,0.9692,0.98358,0.98828,0.0007526,0.0007526,0.0007526
65,1033.3,0.96839,0.94567,1.04369,0.94831,0.90611,0.95138,0.70016,0.9692,0.98358,0.98828,0.0007328,0.0007328,0.0007328
66,1048.47,1.02816,0.9088,1.00704,0.97419,0.93184,0.96334,0.71166,0.95044,0.92886,0.99937,0.000713,0.000713,0.000713
67,1063.09,0.92523,0.98976,1.02641,0.97419,0.93184,0.96334,0.71166,0.95044,0.92886,0.99937,0.0006932,0.0006932,0.0006932
68,1077.83,1.09369,1.00102,1.12867,0.97067,0.93827,0.96419,0.73137,0.88338,0.90075,0.98187,0.0006734,0.0006734,0.0006734
69,1092.73,1.05683,0.92813,1.07486,0.97067,0.93827,0.96419,0.73137,0.88338,0.90075,0.98187,0.0006536,0.0006536,0.0006536
70,1108.33,1.05334,0.97148,1.04096,0.95879,0.91358,0.95681,0.74028,0.84901,0.90339,0.94376,0.0006338,0.0006338,0.0006338
71,1125.29,0.9261,0.87946,0.99324,0.95879,0.91358,0.95681,0.74028,0.84901,0.90339,0.94376,0.000614,0.000614,0.000614
72,1140.47,0.85079,0.91577,0.9769,0.96483,0.90123,0.95181,0.74819,0.82146,0.91257,0.9254,0.0005942,0.0005942,0.0005942
73,1155.26,1.03455,0.91389,1.06118,0.96483,0.90123,0.95181,0.74819,0.82146,0.91257,0.9254,0.0005744,0.0005744,0.0005744
74,1169.76,0.86328,0.9237,0.98724,0.99204,0.91358,0.95842,0.76423,0.79488,0.92617,0.91976,0.0005546,0.0005546,0.0005546
75,1186.14,0.89658,0.91502,0.9971,0.99204,0.91358,0.95842,0.76423,0.79488,0.92617,0.91976,0.0005348,0.0005348,0.0005348
76,1209.37,0.91578,0.90576,0.99472,0.9739,0.9212,0.97531,0.77481,0.78606,0.87607,0.91874,0.000515,0.000515,0.000515
77,1233.63,0.92752,0.85653,0.9898,0.9739,0.9212,0.97531,0.77481,0.78606,0.87607,0.91874,0.0004952,0.0004952,0.0004952
78,1249.65,0.89472,0.86569,0.97971,0.97809,0.92593,0.97884,0.77728,0.76648,0.81108,0.91557,0.0004754,0.0004754,0.0004754
79,1265.32,0.8732,0.83793,1.02029,0.97809,0.92593,0.97884,0.77728,0.76648,0.81108,0.91557,0.0004556,0.0004556,0.0004556
80,1280.9,0.76555,0.74551,0.94867,0.984,0.93827,0.98082,0.78649,0.72804,0.76717,0.90458,0.0004358,0.0004358,0.0004358
81,1295.95,0.76909,0.83697,1.00565,0.984,0.93827,0.98082,0.78649,0.72804,0.76717,0.90458,0.000416,0.000416,0.000416
82,1312.45,0.79268,0.74084,0.94761,0.986,0.93827,0.98125,0.79061,0.72764,0.74475,0.90553,0.0003962,0.0003962,0.0003962
83,1328.88,0.85307,0.84638,0.98497,0.986,0.93827,0.98125,0.79061,0.72764,0.74475,0.90553,0.0003764,0.0003764,0.0003764
84,1344.53,0.83638,0.75764,0.95683,0.9923,0.93827,0.98222,0.78177,0.72718,0.74581,0.90573,0.0003566,0.0003566,0.0003566
85,1359.39,0.89962,0.82268,1.02316,0.9923,0.93827,0.98222,0.78177,0.72718,0.74581,0.90573,0.0003368,0.0003368,0.0003368
86,1374.69,0.86288,0.73672,0.96826,0.99471,0.93827,0.98175,0.79118,0.71276,0.74373,0.9017,0.000317,0.000317,0.000317
87,1389.61,0.81791,0.79054,0.97161,0.99471,0.93827,0.98175,0.79118,0.71276,0.74373,0.9017,0.0002972,0.0002972,0.0002972
88,1404.59,0.82063,0.75527,0.94102,0.99332,0.93827,0.9812,0.7959,0.71001,0.73615,0.90047,0.0002774,0.0002774,0.0002774
89,1422,0.79876,0.73623,0.98265,0.99332,0.93827,0.9812,0.7959,0.71001,0.73615,0.90047,0.0002576,0.0002576,0.0002576
90,1440.8,0.7485,0.74669,0.9701,0.9915,0.93827,0.98184,0.79586,0.69907,0.73674,0.89569,0.0002378,0.0002378,0.0002378
91,1456.59,0.73649,0.82965,0.8982,0.9915,0.93827,0.98184,0.79586,0.69907,0.73674,0.89569,0.000218,0.000218,0.000218
92,1472.16,0.76304,0.86418,0.93677,0.98717,0.95012,0.98283,0.80536,0.67645,0.72726,0.89138,0.0001982,0.0001982,0.0001982
93,1487.16,0.7448,0.86384,0.95319,0.98717,0.95012,0.98283,0.80536,0.67645,0.72726,0.89138,0.0001784,0.0001784,0.0001784
94,1502.28,0.71299,0.82363,0.92333,0.98718,0.95042,0.98262,0.81827,0.65563,0.71931,0.88541,0.0001586,0.0001586,0.0001586
95,1517.26,0.72851,0.80481,0.91285,0.98718,0.95042,0.98262,0.81827,0.65563,0.71931,0.88541,0.0001388,0.0001388,0.0001388
96,1532.28,0.93602,1.00403,0.9534,0.98717,0.94969,0.98225,0.82511,0.64162,0.72055,0.88065,0.000119,0.000119,0.000119
97,1547.44,0.73627,0.81326,0.9069,0.98717,0.94969,0.98225,0.82511,0.64162,0.72055,0.88065,9.92e-05,9.92e-05,9.92e-05
98,1562.87,0.75103,0.96607,0.93502,0.9873,0.95962,0.9823,0.82678,0.63083,0.71881,0.87715,7.94e-05,7.94e-05,7.94e-05
99,1577.89,0.75251,0.83552,0.91647,0.9873,0.95962,0.9823,0.82678,0.63083,0.71881,0.87715,5.96e-05,5.96e-05,5.96e-05
100,1592.77,0.74429,0.80167,0.89898,0.98563,0.96296,0.98248,0.83301,0.62245,0.71484,0.87506,3.98e-05,3.98e-05,3.98e-05
