epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
562,12479,0.49223,0.39367,0.89973,0.98776,0.99665,0.99488,0.92954,0.34545,0.2826,0.79766,0.00088922,0.00088922,0.00088922
563,12493.7,0.50866,0.38623,0.84951,0.98776,0.99665,0.99488,0.92954,0.34545,0.2826,0.79766,0.00088724,0.00088724,0.00088724
564,12508.5,0.50444,0.36755,0.88099,0.9759,0.9997,0.99464,0.91937,0.34515,0.2841,0.79968,0.00088526,0.00088526,0.00088526
565,12523,0.47937,0.38309,0.89767,0.9759,0.9997,0.99464,0.91937,0.34515,0.2841,0.79968,0.00088328,0.00088328,0.00088328
566,12537.5,0.41159,0.33198,0.86533,0.97588,0.99886,0.99464,0.9313,0.33423,0.28727,0.79739,0.0008813,0.0008813,0.0008813
567,12552.1,0.43837,0.34173,0.84294,0.97588,0.99886,0.99464,0.9313,0.33423,0.28727,0.79739,0.00087932,0.00087932,0.00087932
568,12566.9,0.42612,0.32885,0.85141,0.98436,1,0.99476,0.93072,0.32985,0.28117,0.797,0.00087734,0.00087734,0.00087734
569,12581.2,0.42442,0.35067,0.84866,0.98436,1,0.99476,0.93072,0.32985,0.28117,0.797,0.00087536,0.00087536,0.00087536
570,12595.8,0.4539,0.32232,0.83012,0.98571,1,0.99463,0.9319,0.33713,0.2763,0.79765,0.00087338,0.00087338,0.00087338
571,12610.3,0.40025,0.3257,0.85752,0.98571,1,0.99463,0.9319,0.33713,0.2763,0.79765,0.0008714,0.0008714,0.0008714
572,12624.9,0.42987,0.33338,0.864,0.98779,0.9988,0.99463,0.93304,0.33906,0.27943,0.79758,0.00086942,0.00086942,0.00086942
573,12639.6,0.4913,0.37419,0.86281,0.98779,0.9988,0.99463,0.93304,0.33906,0.27943,0.79758,0.00086744,0.00086744,0.00086744
574,12654.2,0.37359,0.29497,0.84614,0.98777,0.99696,0.99463,0.93448,0.33116,0.27542,0.79578,0.00086546,0.00086546,0.00086546
575,12668.6,0.45507,0.33943,0.83949,0.98777,0.99696,0.99463,0.93448,0.33116,0.27542,0.79578,0.00086348,0.00086348,0.00086348
576,12683.1,0.45169,0.33242,0.82592,0.97367,1,0.99451,0.94372,0.32611,0.26814,0.79404,0.0008615,0.0008615,0.0008615
577,12697.7,0.37538,0.31112,0.81551,0.97367,1,0.99451,0.94372,0.32611,0.26814,0.79404,0.00085952,0.00085952,0.00085952
578,12712.3,0.48165,0.35792,0.86156,0.97405,1,0.99451,0.95055,0.32119,0.26792,0.79147,0.00085754,0.00085754,0.00085754
579,12726.8,0.49081,0.34756,0.85818,0.97405,1,0.99451,0.95055,0.32119,0.26792,0.79147,0.00085556,0.00085556,0.00085556
580,12741.8,0.40947,0.3018,0.83274,0.97445,1,0.99451,0.93525,0.33455,0.27058,0.79209,0.00085358,0.00085358,0.00085358
581,12756.3,0.47215,0.34582,0.85682,0.97445,1,0.99451,0.93525,0.33455,0.27058,0.79209,0.0008516,0.0008516,0.0008516
582,12770.8,0.42146,0.31559,0.81631,0.97459,1,0.99451,0.93708,0.35148,0.27793,0.79432,0.00084962,0.00084962,0.00084962
583,12785.3,0.45373,0.32624,0.8543,0.97459,1,0.99451,0.93708,0.35148,0.27793,0.79432,0.00084764,0.00084764,0.00084764
584,12799.8,0.43963,0.33245,0.85396,0.97461,1,0.99451,0.94522,0.34731,0.28506,0.79254,0.00084566,0.00084566,0.00084566
585,12814.2,0.43399,0.34524,0.85039,0.97461,1,0.99451,0.94522,0.34731,0.28506,0.79254,0.00084368,0.00084368,0.00084368
586,12828.6,0.49031,0.36837,0.87252,0.97452,1,0.99451,0.94791,0.33275,0.27531,0.79028,0.0008417,0.0008417,0.0008417
587,12843.1,0.44532,0.33577,0.86289,0.97452,1,0.99451,0.94791,0.33275,0.27531,0.79028,0.00083972,0.00083972,0.00083972
588,12857.4,0.49668,0.42188,0.90666,0.97452,1,0.99451,0.94787,0.32258,0.27103,0.78779,0.00083774,0.00083774,0.00083774
589,12871.8,0.36326,0.30385,0.80488,0.97452,1,0.99451,0.94787,0.32258,0.27103,0.78779,0.00083576,0.00083576,0.00083576
590,12886.3,0.45205,0.34767,0.83981,0.97458,1,0.99451,0.95161,0.32299,0.26919,0.787,0.00083378,0.00083378,0.00083378
591,12900.8,0.42451,0.33565,0.85289,0.97458,1,0.99451,0.95161,0.32299,0.26919,0.787,0.0008318,0.0008318,0.0008318
592,12915,0.43587,0.34352,0.85354,0.98671,1,0.99488,0.95383,0.31977,0.26842,0.78732,0.00082982,0.00082982,0.00082982
593,12929.5,0.41301,0.33965,0.83145,0.98671,1,0.99488,0.95383,0.31977,0.26842,0.78732,0.00082784,0.00082784,0.00082784
594,12944.3,0.46064,0.36433,0.85329,0.98661,1,0.99476,0.94835,0.31714,0.26717,0.78773,0.00082586,0.00082586,0.00082586
595,12958.5,0.47986,0.36637,0.85138,0.98661,1,0.99476,0.94835,0.31714,0.26717,0.78773,0.00082388,0.00082388,0.00082388
596,12972.8,0.44143,0.35103,0.85649,0.98624,1,0.99476,0.95557,0.3107,0.26849,0.78778,0.0008219,0.0008219,0.0008219
597,12987.2,0.44329,0.34931,0.84062,0.98624,1,0.99476,0.95557,0.3107,0.26849,0.78778,0.00081992,0.00081992,0.00081992
598,13001.7,0.46626,0.36791,0.85612,0.9739,1,0.99452,0.95589,0.32222,0.26707,0.78878,0.00081794,0.00081794,0.00081794
599,13016.4,0.44602,0.3465,0.85737,0.9739,1,0.99452,0.95589,0.32222,0.26707,0.78878,0.00081596,0.00081596,0.00081596
600,13031.3,0.3818,0.31434,0.85743,0.97335,1,0.99452,0.9518,0.32751,0.26986,0.78898,0.00081398,0.00081398,0.00081398
601,13045.7,0.45958,0.35649,0.85961,0.97335,1,0.99452,0.9518,0.32751,0.26986,0.78898,0.000812,0.000812,0.000812
602,13060.1,0.46264,0.34118,0.87077,1,0.97353,0.99452,0.9498,0.3114,0.26807,0.78742,0.00081002,0.00081002,0.00081002
603,13074.5,0.45004,0.34624,0.8597,1,0.97353,0.99452,0.9498,0.3114,0.26807,0.78742,0.00080804,0.00080804,0.00080804
604,13089,0.3868,0.31494,0.85974,1,0.97352,0.99452,0.94416,0.30841,0.27,0.78659,0.00080606,0.00080606,0.00080606
605,13103.2,0.41642,0.32137,0.83271,1,0.97352,0.99452,0.94416,0.30841,0.27,0.78659,0.00080408,0.00080408,0.00080408
606,13117.6,0.45106,0.32336,0.84783,1,0.9737,0.99464,0.94244,0.31268,0.26904,0.78581,0.0008021,0.0008021,0.0008021
607,13131.9,0.43411,0.34567,0.85029,1,0.9737,0.99464,0.94244,0.31268,0.26904,0.78581,0.00080012,0.00080012,0.00080012
608,13146.4,0.40533,0.32744,0.83976,0.98501,1,0.99488,0.95324,0.31646,0.27052,0.78493,0.00079814,0.00079814,0.00079814
609,13161.3,0.41635,0.33317,0.84194,0.98501,1,0.99488,0.95324,0.31646,0.27052,0.78493,0.00079616,0.00079616,0.00079616
610,13175.8,0.43643,0.33346,0.82542,1,0.99903,0.995,0.95161,0.31668,0.26494,0.78375,0.00079418,0.00079418,0.00079418
611,13190.4,0.42393,0.32532,0.8409,1,0.99903,0.995,0.95161,0.31668,0.26494,0.78375,0.0007922,0.0007922,0.0007922
612,13205,0.37781,0.31628,0.81187,0.99908,1,0.995,0.95851,0.3015,0.26047,0.78236,0.00079022,0.00079022,0.00079022
613,13219.5,0.43666,0.35658,0.86068,0.99908,1,0.995,0.95851,0.3015,0.26047,0.78236,0.00078824,0.00078824,0.00078824
614,13234.1,0.40398,0.34221,0.88647,0.99731,1,0.995,0.96158,0.2889,0.25976,0.78069,0.00078626,0.00078626,0.00078626
615,13248.7,0.41187,0.32008,0.82825,0.99731,1,0.995,0.96158,0.2889,0.25976,0.78069,0.00078428,0.00078428,0.00078428
616,13263.2,0.40976,0.31995,0.8412,0.99777,1,0.995,0.95814,0.30492,0.26597,0.78247,0.0007823,0.0007823,0.0007823
617,13278.1,0.39351,0.30272,0.82825,0.99777,1,0.995,0.95814,0.30492,0.26597,0.78247,0.00078032,0.00078032,0.00078032
618,13292.6,0.43335,0.33836,0.82216,0.99721,1,0.995,0.95238,0.31782,0.26758,0.78378,0.00077834,0.00077834,0.00077834
619,13306.8,0.39666,0.3139,0.85048,0.99721,1,0.995,0.95238,0.31782,0.26758,0.78378,0.00077636,0.00077636,0.00077636
620,13320.9,0.42653,0.32178,0.82632,0.99598,1,0.995,0.94932,0.3285,0.26629,0.78543,0.00077438,0.00077438,0.00077438
621,13335.2,0.37642,0.32438,0.8218,0.99598,1,0.995,0.94932,0.3285,0.26629,0.78543,0.0007724,0.0007724,0.0007724
622,13349.3,0.41804,0.34279,0.84065,0.99418,1,0.995,0.95096,0.33202,0.26814,0.7883,0.00077042,0.00077042,0.00077042
623,13363.3,0.41255,0.31718,0.83938,0.99418,1,0.995,0.95096,0.33202,0.26814,0.7883,0.00076844,0.00076844,0.00076844
624,13377.5,0.43627,0.34241,0.86278,0.99324,1,0.995,0.95462,0.32563,0.26351,0.78769,0.00076646,0.00076646,0.00076646
625,13391.6,0.43007,0.32615,0.85329,0.99324,1,0.995,0.95462,0.32563,0.26351,0.78769,0.00076448,0.00076448,0.00076448
626,13407.4,0.42858,0.32618,0.86015,0.99432,1,0.995,0.9496,0.31454,0.25856,0.78637,0.0007625,0.0007625,0.0007625
627,13423.2,0.3654,0.31867,0.85323,0.99432,1,0.995,0.9496,0.31454,0.25856,0.78637,0.00076052,0.00076052,0.00076052
628,13437.9,0.38994,0.3153,0.85793,0.99532,1,0.995,0.94188,0.31146,0.2537,0.78501,0.00075854,0.00075854,0.00075854
629,13452.5,0.40644,0.32066,0.84561,0.99532,1,0.995,0.94188,0.31146,0.2537,0.78501,0.00075656,0.00075656,0.00075656
630,13467,0.43741,0.33772,0.85439,0.99663,1,0.995,0.95013,0.30515,0.25108,0.78407,0.00075458,0.00075458,0.00075458
631,13481.8,0.41005,0.31279,0.82187,0.99663,1,0.995,0.95013,0.30515,0.25108,0.78407,0.0007526,0.0007526,0.0007526
632,13496.5,0.42494,0.331,0.84391,0.98364,1,0.99476,0.95124,0.313,0.2549,0.78531,0.00075062,0.00075062,0.00075062
633,13510.9,0.40484,0.32106,0.85125,0.98364,1,0.99476,0.95124,0.313,0.2549,0.78531,0.00074864,0.00074864,0.00074864
634,13525.3,0.37255,0.28827,0.8289,0.98774,0.99471,0.99488,0.94588,0.33665,0.26198,0.78661,0.00074666,0.00074666,0.00074666
635,13539.6,0.37835,0.29753,0.8113,0.98774,0.99471,0.99488,0.94588,0.33665,0.26198,0.78661,0.00074468,0.00074468,0.00074468
636,13554.2,0.3694,0.30243,0.86344,0.98755,0.97928,0.9944,0.94269,0.33469,0.26243,0.78577,0.0007427,0.0007427,0.0007427
637,13568.5,0.42822,0.32589,0.81746,0.98755,0.97928,0.9944,0.94269,0.33469,0.26243,0.78577,0.00074072,0.00074072,0.00074072
638,13582.9,0.45633,0.33138,0.84149,0.96304,1,0.99415,0.94614,0.31605,0.26292,0.78382,0.00073874,0.00073874,0.00073874
639,13597.4,0.42597,0.30257,0.83332,0.96304,1,0.99415,0.94614,0.31605,0.26292,0.78382,0.00073676,0.00073676,0.00073676
640,13612,0.46266,0.33777,0.84835,0.9759,0.99995,0.99402,0.94665,0.30464,0.26336,0.78238,0.00073478,0.00073478,0.00073478
641,13626.4,0.40126,0.31152,0.8415,0.9759,0.99995,0.99402,0.94665,0.30464,0.26336,0.78238,0.0007328,0.0007328,0.0007328
642,13640.6,0.441,0.3368,0.84697,0.97569,1,0.99439,0.95155,0.30068,0.26185,0.78163,0.00073082,0.00073082,0.00073082
643,13654.8,0.38802,0.31002,0.86195,0.97569,1,0.99439,0.95155,0.30068,0.26185,0.78163,0.00072884,0.00072884,0.00072884
644,13669,0.43974,0.33488,0.84406,0.97472,1,0.99451,0.95694,0.29532,0.25934,0.781,0.00072686,0.00072686,0.00072686
645,13683.3,0.44233,0.34866,0.85661,0.97472,1,0.99451,0.95694,0.29532,0.25934,0.781,0.00072488,0.00072488,0.00072488
646,13697.6,0.41724,0.31278,0.86598,0.98511,1,0.99488,0.95995,0.28997,0.25167,0.77959,0.0007229,0.0007229,0.0007229
647,13711.8,0.40554,0.30281,0.83071,0.98511,1,0.99488,0.95995,0.28997,0.25167,0.77959,0.00072092,0.00072092,0.00072092
648,13726,0.40101,0.31942,0.84185,0.99712,0.98765,0.99476,0.96711,0.28171,0.24577,0.77875,0.00071894,0.00071894,0.00071894
649,13740.3,0.39418,0.30231,0.83209,0.99712,0.98765,0.99476,0.96711,0.28171,0.24577,0.77875,0.00071696,0.00071696,0.00071696
650,13754.8,0.36398,0.29551,0.83288,0.99785,0.98765,0.99476,0.96689,0.27992,0.24473,0.77779,0.00071498,0.00071498,0.00071498
651,13769.1,0.43344,0.32151,0.84527,0.99785,0.98765,0.99476,0.96689,0.27992,0.24473,0.77779,0.000713,0.000713,0.000713
652,13783.7,0.49345,0.36328,0.86241,1,0.98744,0.99476,0.96403,0.27765,0.251,0.77691,0.00071102,0.00071102,0.00071102
653,13797.9,0.36421,0.3262,0.82582,1,0.98744,0.99476,0.96403,0.27765,0.251,0.77691,0.00070904,0.00070904,0.00070904
654,13812.5,0.38558,0.30869,0.86018,1,0.98665,0.99476,0.96369,0.27663,0.24352,0.77751,0.00070706,0.00070706,0.00070706
655,13826.9,0.38304,0.29506,0.82803,1,0.98665,0.99476,0.96369,0.27663,0.24352,0.77751,0.00070508,0.00070508,0.00070508
656,13841.4,0.37926,0.31553,0.84066,1,0.97514,0.99476,0.96856,0.2874,0.24593,0.77925,0.0007031,0.0007031,0.0007031
657,13856,0.3982,0.32986,0.83424,1,0.97514,0.99476,0.96856,0.2874,0.24593,0.77925,0.00070112,0.00070112,0.00070112
658,13870.4,0.36032,0.28907,0.82939,1,0.97301,0.99464,0.96652,0.29028,0.25312,0.78038,0.00069914,0.00069914,0.00069914
659,13884.9,0.40703,0.32544,0.86994,1,0.97301,0.99464,0.96652,0.29028,0.25312,0.78038,0.00069716,0.00069716,0.00069716
660,13899.4,0.41683,0.3195,0.82118,1,0.97303,0.99464,0.96351,0.28894,0.25814,0.77982,0.00069518,0.00069518,0.00069518
661,13913.8,0.39213,0.31421,0.82167,1,0.97303,0.99464,0.96351,0.28894,0.25814,0.77982,0.0006932,0.0006932,0.0006932
662,13928.4,0.45835,0.33375,0.84996,0.99425,0.98765,0.99488,0.96093,0.28395,0.25934,0.77908,0.00069122,0.00069122,0.00069122
663,13942.7,0.4494,0.31517,0.83123,0.99425,0.98765,0.99488,0.96093,0.28395,0.25934,0.77908,0.00068924,0.00068924,0.00068924
664,13957.2,0.40711,0.33807,0.88625,0.99703,0.98765,0.99488,0.96367,0.27813,0.25266,0.77855,0.00068726,0.00068726,0.00068726
665,13971.6,0.41081,0.30786,0.81914,0.99703,0.98765,0.99488,0.96367,0.27813,0.25266,0.77855,0.00068528,0.00068528,0.00068528
666,13986,0.44748,0.33891,0.88533,0.99881,0.98765,0.99488,0.96032,0.28213,0.24705,0.77877,0.0006833,0.0006833,0.0006833
667,14000.2,0.41812,0.31871,0.84936,0.99881,0.98765,0.99488,0.96032,0.28213,0.24705,0.77877,0.00068132,0.00068132,0.00068132
668,14014.7,0.43496,0.30869,0.84131,0.99866,0.98765,0.99488,0.95994,0.28847,0.25388,0.77851,0.00067934,0.00067934,0.00067934
669,14029.2,0.41604,0.32148,0.84544,0.99866,0.98765,0.99488,0.95994,0.28847,0.25388,0.77851,0.00067736,0.00067736,0.00067736
670,14043.6,0.44971,0.36259,0.85653,1,0.98732,0.99488,0.95676,0.28317,0.25432,0.7784,0.00067538,0.00067538,0.00067538
671,14058.2,0.39041,0.29455,0.81988,1,0.98732,0.99488,0.95676,0.28317,0.25432,0.7784,0.0006734,0.0006734,0.0006734
672,14073,0.37553,0.31006,0.84845,1,0.98651,0.99488,0.96255,0.27916,0.24829,0.77935,0.00067142,0.00067142,0.00067142
673,14087.6,0.39456,0.31712,0.79414,1,0.98651,0.99488,0.96255,0.27916,0.24829,0.77935,0.00066944,0.00066944,0.00066944
674,14102.1,0.4193,0.30865,0.86849,0.99994,0.97531,0.99452,0.96698,0.27866,0.24716,0.77927,0.00066746,0.00066746,0.00066746
675,14116.8,0.38795,0.30376,0.81357,0.99994,0.97531,0.99452,0.96698,0.27866,0.24716,0.77927,0.00066548,0.00066548,0.00066548
676,14131.5,0.43946,0.33092,0.85815,0.99848,0.97531,0.9944,0.96377,0.27631,0.24516,0.7789,0.0006635,0.0006635,0.0006635
677,14146,0.39133,0.31525,0.8773,0.99848,0.97531,0.9944,0.96377,0.27631,0.24516,0.7789,0.00066152,0.00066152,0.00066152
678,14160.7,0.43001,0.33579,0.84408,0.99778,0.97531,0.99464,0.96517,0.27793,0.24213,0.77857,0.00065954,0.00065954,0.00065954
679,14175.4,0.41087,0.32519,0.84262,0.99778,0.97531,0.99464,0.96517,0.27793,0.24213,0.77857,0.00065756,0.00065756,0.00065756
680,14190,0.38278,0.30856,0.83327,0.99829,0.97531,0.9944,0.9722,0.28167,0.24611,0.77881,0.00065558,0.00065558,0.00065558
681,14205.1,0.39247,0.33356,0.8508,0.99829,0.97531,0.9944,0.9722,0.28167,0.24611,0.77881,0.0006536,0.0006536,0.0006536
682,14219.5,0.38921,0.308,0.84767,0.99984,0.97531,0.9944,0.97132,0.28041,0.25206,0.77861,0.00065162,0.00065162,0.00065162
683,14234.1,0.43653,0.35326,0.83492,0.99984,0.97531,0.9944,0.97132,0.28041,0.25206,0.77861,0.00064964,0.00064964,0.00064964
684,14248.6,0.3774,0.31236,0.83709,0.98129,1,0.99476,0.96808,0.28074,0.24971,0.7783,0.00064766,0.00064766,0.00064766
685,14263.2,0.39299,0.30326,0.82879,0.98129,1,0.99476,0.96808,0.28074,0.24971,0.7783,0.00064568,0.00064568,0.00064568
686,14277.9,0.4092,0.33037,0.84434,0.98108,1,0.99476,0.96651,0.27451,0.24603,0.77749,0.0006437,0.0006437,0.0006437
687,14292.5,0.45764,0.33239,0.84187,0.98108,1,0.99476,0.96651,0.27451,0.24603,0.77749,0.00064172,0.00064172,0.00064172
688,14307,0.45079,0.32657,0.85133,0.97438,1,0.99476,0.96603,0.27049,0.24772,0.77785,0.00063974,0.00063974,0.00063974
689,14322.1,0.40238,0.30978,0.83781,0.97438,1,0.99476,0.96603,0.27049,0.24772,0.77785,0.00063776,0.00063776,0.00063776
690,14336.8,0.35623,0.29288,0.8404,0.9989,0.97531,0.99476,0.96165,0.28037,0.25173,0.77785,0.00063578,0.00063578,0.00063578
691,14351.3,0.37684,0.31,0.84338,0.9989,0.97531,0.99476,0.96165,0.28037,0.25173,0.77785,0.0006338,0.0006338,0.0006338
692,14365.7,0.45096,0.33422,0.85268,0.99901,0.97531,0.99476,0.9621,0.28517,0.24996,0.77873,0.00063182,0.00063182,0.00063182
693,14380.3,0.49915,0.42487,0.97094,0.99901,0.97531,0.99476,0.9621,0.28517,0.24996,0.77873,0.00062984,0.00062984,0.00062984
694,14394.5,0.39072,0.31719,0.86881,0.99907,0.97531,0.99476,0.95878,0.28539,0.25005,0.77862,0.00062786,0.00062786,0.00062786
695,14408.9,0.42264,0.3156,0.84248,0.99907,0.97531,0.99476,0.95878,0.28539,0.25005,0.77862,0.00062588,0.00062588,0.00062588
696,14423.3,0.388,0.31158,0.82633,0.99979,0.97531,0.99476,0.96007,0.29542,0.25338,0.77843,0.0006239,0.0006239,0.0006239
697,14437.6,0.48392,0.34632,0.85985,0.99979,0.97531,0.99476,0.96007,0.29542,0.25338,0.77843,0.00062192,0.00062192,0.00062192
698,14451.9,0.39988,0.31057,0.86142,0.98763,0.98563,0.99476,0.96298,0.28867,0.25059,0.77724,0.00061994,0.00061994,0.00061994
699,14466.3,0.38612,0.29278,0.81876,0.98763,0.98563,0.99476,0.96298,0.28867,0.25059,0.77724,0.00061796,0.00061796,0.00061796
700,14480.6,0.34782,0.27917,0.82094,1,0.97341,0.99464,0.96844,0.26588,0.25042,0.77424,0.00061598,0.00061598,0.00061598
701,14495.3,0.34655,0.27238,0.83686,1,0.97341,0.99464,0.96844,0.26588,0.25042,0.77424,0.000614,0.000614,0.000614
702,14510.6,0.40805,0.32499,0.86672,1,0.97323,0.99464,0.965,0.25584,0.24441,0.77339,0.00061202,0.00061202,0.00061202
703,14524.7,0.34465,0.28113,0.82801,1,0.97323,0.99464,0.965,0.25584,0.24441,0.77339,0.00061004,0.00061004,0.00061004
704,14539.1,0.35217,0.28706,0.83308,1,0.97292,0.99464,0.96538,0.26627,0.23937,0.77508,0.00060806,0.00060806,0.00060806
705,14553.4,0.35336,0.2935,0.81685,1,0.97292,0.99464,0.96538,0.26627,0.23937,0.77508,0.00060608,0.00060608,0.00060608
706,14567.6,0.36685,0.29176,0.84819,0.97348,1,0.99439,0.9647,0.26439,0.23696,0.77565,0.0006041,0.0006041,0.0006041
707,14581.8,0.40265,0.30905,0.84899,0.97348,1,0.99439,0.9647,0.26439,0.23696,0.77565,0.00060212,0.00060212,0.00060212
708,14596.3,0.34237,0.27229,0.8209,0.97317,1,0.99451,0.97274,0.25596,0.2352,0.77475,0.00060014,0.00060014,0.00060014
709,14610.6,0.43959,0.33509,0.83173,0.97317,1,0.99451,0.97274,0.25596,0.2352,0.77475,0.00059816,0.00059816,0.00059816
710,14625.3,0.32471,0.26838,0.82248,0.98587,1,0.99463,0.97364,0.2481,0.23314,0.77402,0.00059618,0.00059618,0.00059618
711,14639.7,0.40959,0.30934,0.8646,0.98587,1,0.99463,0.97364,0.2481,0.23314,0.77402,0.0005942,0.0005942,0.0005942
712,14654.6,0.33479,0.28743,0.80883,0.98612,1,0.99463,0.97893,0.24686,0.23465,0.7742,0.00059222,0.00059222,0.00059222
713,14669.2,0.43635,0.34303,0.87344,0.98612,1,0.99463,0.97893,0.24686,0.23465,0.7742,0.00059024,0.00059024,0.00059024
714,14683.9,0.36921,0.2863,0.84497,0.98624,1,0.99463,0.97101,0.2647,0.23953,0.77639,0.00058826,0.00058826,0.00058826
715,14698.4,0.38083,0.30811,0.82641,0.98624,1,0.99463,0.97101,0.2647,0.23953,0.77639,0.00058628,0.00058628,0.00058628
716,14713,0.37289,0.29772,0.83676,0.98631,1,0.99463,0.96315,0.28783,0.24488,0.77883,0.0005843,0.0005843,0.0005843
717,14836.3,0.32762,0.27985,0.82002,0.98631,1,0.99463,0.96315,0.28783,0.24488,0.77883,0.00058232,0.00058232,0.00058232
718,14849.1,0.38289,0.30642,0.83498,0.98624,1,0.99463,0.96381,0.2912,0.24823,0.77972,0.00058034,0.00058034,0.00058034
719,14860.8,0.38267,0.31567,0.83596,0.98624,1,0.99463,0.96381,0.2912,0.24823,0.77972,0.00057836,0.00057836,0.00057836
720,14872.6,0.33728,0.27079,0.8113,0.98598,1,0.99463,0.96956,0.27556,0.24012,0.779,0.00057638,0.00057638,0.00057638
721,15857.1,0.41365,0.32144,0.84773,0.98598,1,0.99463,0.96956,0.27556,0.24012,0.779,0.0005744,0.0005744,0.0005744
722,15870,0.39782,0.36453,0.88385,0.98437,1,0.99463,0.97436,0.25988,0.24084,0.77722,0.00057242,0.00057242,0.00057242
723,15881.8,0.37888,0.29783,0.80816,0.98437,1,0.99463,0.97436,0.25988,0.24084,0.77722,0.00057044,0.00057044,0.00057044
724,15893.8,0.36085,0.31227,0.847,0.97383,1,0.99463,0.97496,0.25563,0.24462,0.77536,0.00056846,0.00056846,0.00056846
725,15905.5,0.41151,0.34134,0.88343,0.97383,1,0.99463,0.97496,0.25563,0.24462,0.77536,0.00056648,0.00056648,0.00056648
726,15917.5,0.38007,0.28465,0.83798,0.97448,1,0.99463,0.97414,0.25322,0.24348,0.77427,0.0005645,0.0005645,0.0005645
727,16835.4,0.33111,0.27635,0.81571,0.97448,1,0.99463,0.97414,0.25322,0.24348,0.77427,0.00056252,0.00056252,0.00056252
728,16848.1,0.36464,0.30572,0.83101,0.98048,1,0.99463,0.97516,0.25674,0.24346,0.77424,0.00056054,0.00056054,0.00056054
729,16859.7,0.43885,0.32484,0.84532,0.98048,1,0.99463,0.97516,0.25674,0.24346,0.77424,0.00055856,0.00055856,0.00055856
730,16871.5,0.47487,0.32604,0.84677,0.98778,0.99831,0.99463,0.97188,0.26547,0.24371,0.77492,0.00055658,0.00055658,0.00055658
731,16913.6,0.40441,0.3146,0.84876,0.98778,0.99831,0.99463,0.97188,0.26547,0.24371,0.77492,0.0005546,0.0005546,0.0005546
732,16925.7,0.32647,0.27048,0.81027,0.98769,0.99051,0.99463,0.9731,0.265,0.2443,0.77443,0.00055262,0.00055262,0.00055262
733,16937.5,0.36896,0.29708,0.8283,0.98769,0.99051,0.99463,0.9731,0.265,0.2443,0.77443,0.00055064,0.00055064,0.00055064
734,16949.5,0.38804,0.31664,0.84442,0.98765,0.98711,0.99463,0.97894,0.2543,0.2421,0.77312,0.00054866,0.00054866,0.00054866
735,16961.2,0.33387,0.27296,0.8098,0.98765,0.98711,0.99463,0.97894,0.2543,0.2421,0.77312,0.00054668,0.00054668,0.00054668
736,17907.9,0.39586,0.30011,0.8568,0.98765,0.98702,0.99463,0.97914,0.25683,0.24087,0.77332,0.0005447,0.0005447,0.0005447
737,17921.4,0.38584,0.32477,0.86555,0.98765,0.98702,0.99463,0.97914,0.25683,0.24087,0.77332,0.00054272,0.00054272,0.00054272
738,17933.2,0.37187,0.28754,0.84269,0.98765,0.98754,0.99463,0.97443,0.26532,0.24011,0.77451,0.00054074,0.00054074,0.00054074
739,17944.7,0.39388,0.29829,0.85752,0.98765,0.98754,0.99463,0.97443,0.26532,0.24011,0.77451,0.00053876,0.00053876,0.00053876
740,17956.5,0.31954,0.26133,0.81009,0.98767,0.98908,0.99463,0.97442,0.26004,0.23682,0.77484,0.00053678,0.00053678,0.00053678
741,17968.1,0.38839,0.30107,0.8423,0.98767,0.98908,0.99463,0.97442,0.26004,0.23682,0.77484,0.0005348,0.0005348,0.0005348
742,17979.9,0.37993,0.30296,0.87148,0.97477,1,0.99451,0.97887,0.2643,0.24089,0.77645,0.00053282,0.00053282,0.00053282
743,17991.7,0.41755,0.33983,0.87549,0.97477,1,0.99451,0.97887,0.2643,0.24089,0.77645,0.00053084,0.00053084,0.00053084
744,18003.5,0.36015,0.29489,0.84116,0.97288,1,0.99451,0.9778,0.27113,0.24144,0.77736,0.00052886,0.00052886,0.00052886
745,18015.1,0.39039,0.31249,0.86795,0.97288,1,0.99451,0.9778,0.27113,0.24144,0.77736,0.00052688,0.00052688,0.00052688
746,18026.8,0.46054,0.35156,0.84125,0.9742,1,0.99451,0.97486,0.26527,0.24198,0.77626,0.0005249,0.0005249,0.0005249
747,18038.5,0.34133,0.27711,0.81818,0.9742,1,0.99451,0.97486,0.26527,0.24198,0.77626,0.00052292,0.00052292,0.00052292
748,18050.2,0.35389,0.27278,0.82241,0.97375,1,0.99451,0.97697,0.25509,0.24302,0.77477,0.00052094,0.00052094,0.00052094
749,18061.9,0.36507,0.30664,0.82912,0.97375,1,0.99451,0.97697,0.25509,0.24302,0.77477,0.00051896,0.00051896,0.00051896
750,18073.6,0.38644,0.30127,0.8422,0.97341,1,0.99451,0.97258,0.25935,0.24236,0.77483,0.00051698,0.00051698,0.00051698
751,18085.2,0.31464,0.28089,0.81724,0.97341,1,0.99451,0.97258,0.25935,0.24236,0.77483,0.000515,0.000515,0.000515
752,18097.2,0.37862,0.29726,0.83554,0.97316,1,0.99451,0.97031,0.26517,0.23753,0.77538,0.00051302,0.00051302,0.00051302
