epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,6924.26,0.73928,0.64797,0.96435,0.9633,0.9723,0.9725,0.79138,0.74597,0.55756,0.90603,0.00163766,0.00163766,0.00163766
185,6936.14,0.7807,0.63618,0.97924,0.9633,0.9723,0.9725,0.79138,0.74597,0.55756,0.90603,0.00163568,0.00163568,0.00163568
186,6948.34,0.7872,0.59267,0.92536,0.94397,0.96296,0.97916,0.77774,0.75465,0.60954,0.90676,0.0016337,0.0016337,0.0016337
187,6960.87,0.84213,0.63305,0.96333,0.94397,0.96296,0.97916,0.77774,0.75465,0.60954,0.90676,0.00163172,0.00163172,0.00163172
188,6973.16,0.76997,0.65607,0.97116,0.96184,0.90123,0.97709,0.76894,0.80332,0.70305,0.9237,0.00162974,0.00162974,0.00162974
189,6985.26,0.8409,0.68482,0.95228,0.96184,0.90123,0.97709,0.76894,0.80332,0.70305,0.9237,0.00162776,0.00162776,0.00162776
190,6998.94,0.77895,0.63513,0.95473,0.93098,0.93827,0.98487,0.77584,0.77806,0.75202,0.92222,0.00162578,0.00162578,0.00162578
191,7011.73,0.75009,0.58187,0.94452,0.93098,0.93827,0.98487,0.77584,0.77806,0.75202,0.92222,0.0016238,0.0016238,0.0016238
192,7024.02,0.8689,0.75072,1.06132,0.98684,0.92555,0.98397,0.79272,0.69632,0.65267,0.90105,0.00162182,0.00162182,0.00162182
193,7035.97,0.82607,0.59853,0.98177,0.98684,0.92555,0.98397,0.79272,0.69632,0.65267,0.90105,0.00161984,0.00161984,0.00161984
194,7048.36,0.70162,0.6762,0.96446,0.99721,0.92593,0.98049,0.82669,0.62716,0.53808,0.88348,0.00161786,0.00161786,0.00161786
195,7060.6,0.78157,0.57845,0.97782,0.99721,0.92593,0.98049,0.82669,0.62716,0.53808,0.88348,0.00161588,0.00161588,0.00161588
196,7072.93,0.70257,0.57258,0.94205,0.98698,0.93568,0.98194,0.82249,0.6354,0.51418,0.8844,0.0016139,0.0016139,0.0016139
197,7085.24,0.70856,0.56797,0.94943,0.98698,0.93568,0.98194,0.82249,0.6354,0.51418,0.8844,0.00161192,0.00161192,0.00161192
198,7097.44,0.75967,0.62407,0.94824,0.975,0.95062,0.98251,0.78801,0.7676,0.56021,0.92252,0.00160994,0.00160994,0.00160994
199,7109.71,0.88241,0.6964,0.98351,0.975,0.95062,0.98251,0.78801,0.7676,0.56021,0.92252,0.00160796,0.00160796,0.00160796
200,7121.93,0.71859,0.56032,0.92383,0.96288,0.96296,0.98203,0.78354,0.76249,0.55637,0.92009,0.00160598,0.00160598,0.00160598
201,7134.19,0.7944,0.63938,0.99455,0.96288,0.96296,0.98203,0.78354,0.76249,0.55637,0.92009,0.001604,0.001604,0.001604
202,7146.68,0.77129,0.57985,0.95496,0.98715,0.95062,0.98091,0.81616,0.6461,0.54812,0.88125,0.00160202,0.00160202,0.00160202
203,7158.87,0.6825,0.58158,0.97529,0.98715,0.95062,0.98091,0.81616,0.6461,0.54812,0.88125,0.00160004,0.00160004,0.00160004
204,7171.2,0.68215,0.54871,0.94681,0.98732,0.96168,0.97355,0.83212,0.60188,0.53301,0.86958,0.00159806,0.00159806,0.00159806
205,7183.51,0.80868,0.634,0.97035,0.98732,0.96168,0.97355,0.83212,0.60188,0.53301,0.86958,0.00159608,0.00159608,0.00159608
206,7195.85,0.73428,0.58513,0.91456,0.97138,0.96296,0.97311,0.82848,0.58149,0.51462,0.86595,0.0015941,0.0015941,0.0015941
207,7208.13,0.76045,0.56208,0.91237,0.97138,0.96296,0.97311,0.82848,0.58149,0.51462,0.86595,0.00159212,0.00159212,0.00159212
208,7220.4,0.71044,0.52349,0.92802,0.98466,0.97531,0.98356,0.80026,0.68208,0.51968,0.88679,0.00159014,0.00159014,0.00159014
209,7232.59,0.76299,0.56127,0.92355,0.98466,0.97531,0.98356,0.80026,0.68208,0.51968,0.88679,0.00158816,0.00158816,0.00158816
210,7244.75,0.76169,0.58002,0.94035,0.98166,0.97531,0.98068,0.79468,0.6855,0.50627,0.88501,0.00158618,0.00158618,0.00158618
211,7257.02,0.88118,0.62392,0.98215,0.98166,0.97531,0.98068,0.79468,0.6855,0.50627,0.88501,0.0015842,0.0015842,0.0015842
212,7269.18,0.85332,0.60185,0.9919,0.98546,0.97531,0.98397,0.81793,0.6023,0.48714,0.86166,0.00158222,0.00158222,0.00158222
213,7281.39,0.7308,0.58294,0.93162,0.98546,0.97531,0.98397,0.81793,0.6023,0.48714,0.86166,0.00158024,0.00158024,0.00158024
214,7293.6,0.64928,0.49748,0.90615,0.98746,0.97241,0.99371,0.82584,0.61932,0.47294,0.86011,0.00157826,0.00157826,0.00157826
215,7305.82,0.76793,0.52559,0.94454,0.98746,0.97241,0.99371,0.82584,0.61932,0.47294,0.86011,0.00157628,0.00157628,0.00157628
216,7318.94,0.78597,0.60086,0.96041,0.98492,0.97531,0.99316,0.83761,0.60966,0.47436,0.86344,0.0015743,0.0015743,0.0015743
217,7331.65,0.59677,0.47632,0.89768,0.98492,0.97531,0.99316,0.83761,0.60966,0.47436,0.86344,0.00157232,0.00157232,0.00157232
218,7344.54,0.67609,0.53575,0.94336,0.9873,0.95956,0.99272,0.81245,0.68157,0.50093,0.8893,0.00157034,0.00157034,0.00157034
219,7358.04,0.73177,0.56759,0.95885,0.9873,0.95956,0.99272,0.81245,0.68157,0.50093,0.8893,0.00156836,0.00156836,0.00156836
220,7371.67,0.74165,0.56422,0.94577,0.98614,0.95062,0.98919,0.80207,0.70167,0.4999,0.89277,0.00156638,0.00156638,0.00156638
221,7385.32,0.7073,0.53123,0.87857,0.98614,0.95062,0.98919,0.80207,0.70167,0.4999,0.89277,0.0015644,0.0015644,0.0015644
222,7399.48,0.73228,0.59092,0.89756,0.97504,0.96457,0.98849,0.82808,0.64116,0.48854,0.87516,0.00156242,0.00156242,0.00156242
223,7412.57,0.58658,0.47274,0.88245,0.97504,0.96457,0.98849,0.82808,0.64116,0.48854,0.87516,0.00156044,0.00156044,0.00156044
224,7425.27,0.69781,0.50133,0.91764,0.97525,0.97291,0.98664,0.84318,0.59096,0.48772,0.86249,0.00155846,0.00155846,0.00155846
225,7438.16,0.70289,0.5204,0.90999,0.97525,0.97291,0.98664,0.84318,0.59096,0.48772,0.86249,0.00155648,0.00155648,0.00155648
226,7451.54,0.7263,0.50856,0.91614,0.9753,0.97481,0.98881,0.8457,0.57095,0.47498,0.85499,0.0015545,0.0015545,0.0015545
227,7464.7,0.75336,0.54933,0.937,0.9753,0.97481,0.98881,0.8457,0.57095,0.47498,0.85499,0.00155252,0.00155252,0.00155252
228,7478.08,0.65421,0.53201,0.92322,0.96891,0.96296,0.99104,0.85583,0.55125,0.47653,0.85351,0.00155054,0.00155054,0.00155054
229,7491.89,0.62386,0.50239,0.91857,0.96891,0.96296,0.99104,0.85583,0.55125,0.47653,0.85351,0.00154856,0.00154856,0.00154856
230,7505.74,0.76651,0.57964,0.95125,0.97498,0.97531,0.99133,0.84922,0.56076,0.45959,0.86062,0.00154658,0.00154658,0.00154658
231,7519.56,0.67421,0.53129,0.98087,0.97498,0.97531,0.99133,0.84922,0.56076,0.45959,0.86062,0.0015446,0.0015446,0.0015446
232,7533.47,0.68121,0.53819,0.94209,0.98747,0.97303,0.99192,0.85479,0.53321,0.45921,0.84913,0.00154262,0.00154262,0.00154262
233,7547.85,0.71159,0.55005,0.9256,0.98747,0.97303,0.99192,0.85479,0.53321,0.45921,0.84913,0.00154064,0.00154064,0.00154064
234,7562.31,0.70802,0.54616,0.94801,0.97523,0.97207,0.99264,0.87884,0.52089,0.4507,0.84331,0.00153866,0.00153866,0.00153866
235,7576.83,0.83731,0.56427,0.89768,0.97523,0.97207,0.99264,0.87884,0.52089,0.4507,0.84331,0.00153668,0.00153668,0.00153668
236,7591.27,0.70191,0.54703,0.92649,1,0.9594,0.98719,0.86597,0.55828,0.46302,0.84645,0.0015347,0.0015347,0.0015347
237,7605.94,0.71557,0.53839,0.94477,1,0.9594,0.98719,0.86597,0.55828,0.46302,0.84645,0.00153272,0.00153272,0.00153272
238,7620.37,0.66663,0.53376,0.90211,0.98115,0.97531,0.99291,0.84105,0.56507,0.46933,0.84521,0.00153074,0.00153074,0.00153074
239,7635.12,0.60057,0.4607,0.8884,0.98115,0.97531,0.99291,0.84105,0.56507,0.46933,0.84521,0.00152876,0.00152876,0.00152876
240,7649.88,0.60907,0.48659,0.91989,0.98711,0.94515,0.98812,0.85305,0.52875,0.45127,0.8372,0.00152678,0.00152678,0.00152678
241,7664.28,0.64629,0.509,0.91634,0.98711,0.94515,0.98812,0.85305,0.52875,0.45127,0.8372,0.0015248,0.0015248,0.0015248
242,7678.32,0.62454,0.53656,0.89217,1,0.94805,0.98396,0.86944,0.51175,0.44535,0.83614,0.00152282,0.00152282,0.00152282
243,7692.43,0.65038,0.59306,0.94062,1,0.94805,0.98396,0.86944,0.51175,0.44535,0.83614,0.00152084,0.00152084,0.00152084
244,7707,0.69719,0.48985,0.93905,0.98721,0.95289,0.98341,0.8667,0.50528,0.44542,0.83603,0.00151886,0.00151886,0.00151886
245,7721.11,0.71217,0.57346,0.95612,0.98721,0.95289,0.98341,0.8667,0.50528,0.44542,0.83603,0.00151688,0.00151688,0.00151688
246,7735.19,0.59529,0.48304,0.91827,0.9872,0.95188,0.99059,0.8735,0.50258,0.44051,0.8346,0.0015149,0.0015149,0.0015149
247,7749.27,0.62816,0.51314,0.89213,0.9872,0.95188,0.99059,0.8735,0.50258,0.44051,0.8346,0.00151292,0.00151292,0.00151292
248,7763.22,0.66331,0.52252,0.94247,0.99768,0.96296,0.99233,0.86273,0.5416,0.43143,0.83947,0.00151094,0.00151094,0.00151094
249,7777.15,0.69245,0.5068,0.93485,0.99768,0.96296,0.99233,0.86273,0.5416,0.43143,0.83947,0.00150896,0.00150896,0.00150896
250,7791.1,0.69596,0.52858,0.91973,0.97552,0.98409,0.98484,0.85259,0.54808,0.42352,0.84344,0.00150698,0.00150698,0.00150698
251,7805.1,0.64857,0.48273,0.92324,0.97552,0.98409,0.98484,0.85259,0.54808,0.42352,0.84344,0.001505,0.001505,0.001505
252,7819.02,0.76868,0.57137,1.00773,0.98762,0.98521,0.9851,0.86076,0.52853,0.41647,0.84203,0.00150302,0.00150302,0.00150302
253,7832.82,0.6334,0.46112,0.88023,0.98762,0.98521,0.9851,0.86076,0.52853,0.41647,0.84203,0.00150104,0.00150104,0.00150104
254,7846.84,0.67516,0.52959,0.94256,0.99784,0.96296,0.97401,0.85268,0.52925,0.41688,0.84174,0.00149906,0.00149906,0.00149906
255,7860.7,0.73548,0.53749,0.96548,0.99784,0.96296,0.97401,0.85268,0.52925,0.41688,0.84174,0.00149708,0.00149708,0.00149708
256,7874.6,0.65026,0.53419,0.90707,1,0.97022,0.97544,0.85019,0.53286,0.44246,0.8422,0.0014951,0.0014951,0.0014951
257,7888.58,0.72208,0.58324,0.96526,1,0.97022,0.97544,0.85019,0.53286,0.44246,0.8422,0.00149312,0.00149312,0.00149312
258,7902.72,0.60585,0.47243,0.9168,1,0.9982,0.995,0.86276,0.51678,0.42983,0.83686,0.00149114,0.00149114,0.00149114
259,7916.58,0.59045,0.46767,0.88771,1,0.9982,0.995,0.86276,0.51678,0.42983,0.83686,0.00148916,0.00148916,0.00148916
260,7930.54,0.58484,0.48084,0.88282,0.99993,1,0.995,0.86971,0.5333,0.42102,0.83894,0.00148718,0.00148718,0.00148718
261,7944.55,0.57786,0.45906,0.89329,0.99993,1,0.995,0.86971,0.5333,0.42102,0.83894,0.0014852,0.0014852,0.0014852
262,7958.95,0.62557,0.50219,0.91196,0.99089,1,0.995,0.86694,0.51949,0.41714,0.83644,0.00148322,0.00148322,0.00148322
263,7974.13,0.72728,0.51777,0.90276,0.99089,1,0.995,0.86694,0.51949,0.41714,0.83644,0.00148124,0.00148124,0.00148124
264,7988.49,0.57653,0.45,0.85606,0.98746,1,0.995,0.87203,0.49645,0.40843,0.83163,0.00147926,0.00147926,0.00147926
265,8002.93,0.64037,0.53375,0.92623,0.98746,1,0.995,0.87203,0.49645,0.40843,0.83163,0.00147728,0.00147728,0.00147728
266,8017.43,0.56863,0.46566,0.87103,0.99696,0.96296,0.99156,0.86608,0.51881,0.41318,0.83825,0.0014753,0.0014753,0.0014753
267,8032.08,0.62424,0.4695,0.92154,0.99696,0.96296,0.99156,0.86608,0.51881,0.41318,0.83825,0.00147332,0.00147332,0.00147332
268,8046.71,0.66672,0.48341,0.88446,0.96179,0.97531,0.98338,0.84123,0.56401,0.4292,0.85271,0.00147134,0.00147134,0.00147134
269,8060.88,0.69906,0.4822,0.88564,0.96179,0.97531,0.98338,0.84123,0.56401,0.4292,0.85271,0.00146936,0.00146936,0.00146936
270,8075.04,0.69554,0.48799,0.93578,0.96339,0.97457,0.98334,0.8425,0.56252,0.4356,0.85599,0.00146738,0.00146738,0.00146738
271,8089.35,0.60925,0.44892,0.89892,0.96339,0.97457,0.98334,0.8425,0.56252,0.4356,0.85599,0.0014654,0.0014654,0.0014654
272,8103.5,0.68454,0.46998,0.90567,0.9749,0.95889,0.98316,0.8575,0.52713,0.43631,0.8451,0.00146342,0.00146342,0.00146342
273,8117.63,0.68594,0.53935,0.91032,0.9749,0.95889,0.98316,0.8575,0.52713,0.43631,0.8451,0.00146144,0.00146144,0.00146144
274,8131.8,0.59237,0.47248,0.9137,1,0.95001,0.98381,0.8546,0.51944,0.42291,0.83846,0.00145946,0.00145946,0.00145946
275,8146.1,0.73364,0.58053,0.94868,1,0.95001,0.98381,0.8546,0.51944,0.42291,0.83846,0.00145748,0.00145748,0.00145748
276,8161.4,0.58577,0.46471,0.89453,1,0.9587,0.98452,0.85569,0.52887,0.4183,0.84047,0.0014555,0.0014555,0.0014555
277,8175.6,0.67994,0.50673,0.93761,1,0.9587,0.98452,0.85569,0.52887,0.4183,0.84047,0.00145352,0.00145352,0.00145352
278,8190,0.62244,0.46493,0.89351,0.9992,0.96296,0.98451,0.85493,0.51905,0.41468,0.83571,0.00145154,0.00145154,0.00145154
279,8204.3,0.63976,0.46959,0.88964,0.9992,0.96296,0.98451,0.85493,0.51905,0.41468,0.83571,0.00144956,0.00144956,0.00144956
280,8218.66,0.64333,0.48834,0.92521,0.9983,0.96296,0.98463,0.86711,0.48889,0.40793,0.82783,0.00144758,0.00144758,0.00144758
281,8232.8,0.58639,0.43736,0.88738,0.9983,0.96296,0.98463,0.86711,0.48889,0.40793,0.82783,0.0014456,0.0014456,0.0014456
282,8246.95,0.64985,0.50094,0.92077,0.998,0.96296,0.98462,0.87579,0.4672,0.39233,0.8213,0.00144362,0.00144362,0.00144362
283,8261.27,0.58602,0.47769,0.89826,0.998,0.96296,0.98462,0.87579,0.4672,0.39233,0.8213,0.00144164,0.00144164,0.00144164
284,8275.52,0.64094,0.45597,0.90031,0.99776,0.96296,0.98476,0.87238,0.48533,0.3962,0.82429,0.00143966,0.00143966,0.00143966
285,8289.78,0.61325,0.45152,0.89216,0.99776,0.96296,0.98476,0.87238,0.48533,0.3962,0.82429,0.00143768,0.00143768,0.00143768
286,8304.03,0.6994,0.51953,0.92068,0.99789,0.96296,0.98494,0.85829,0.51731,0.39878,0.83133,0.0014357,0.0014357,0.0014357
287,8318.14,0.62734,0.4989,0.92279,0.99789,0.96296,0.98494,0.85829,0.51731,0.39878,0.83133,0.00143372,0.00143372,0.00143372
288,8332.4,0.56735,0.44714,0.88194,0.99826,0.96296,0.99092,0.86983,0.49905,0.38094,0.83623,0.00143174,0.00143174,0.00143174
289,8346.55,0.61098,0.45797,0.89453,0.99826,0.96296,0.99092,0.86983,0.49905,0.38094,0.83623,0.00142976,0.00142976,0.00142976
290,8360.7,0.55733,0.41339,0.8499,0.99831,0.96296,0.98405,0.88125,0.473,0.37851,0.83535,0.00142778,0.00142778,0.00142778
291,8375.08,0.58652,0.42717,0.87296,0.99831,0.96296,0.98405,0.88125,0.473,0.37851,0.83535,0.0014258,0.0014258,0.0014258
292,8389.55,0.63849,0.49506,0.91988,0.98732,0.96095,0.99242,0.88246,0.46731,0.40231,0.83564,0.00142382,0.00142382,0.00142382
293,8403.86,0.60632,0.46912,0.91675,0.98732,0.96095,0.99242,0.88246,0.46731,0.40231,0.83564,0.00142184,0.00142184,0.00142184
294,8418.62,0.57344,0.43745,0.88036,0.97496,0.96158,0.99148,0.89504,0.45348,0.41041,0.83044,0.00141986,0.00141986,0.00141986
295,8432.85,0.57704,0.43646,0.86921,0.97496,0.96158,0.99148,0.89504,0.45348,0.41041,0.83044,0.00141788,0.00141788,0.00141788
296,8447.13,0.67926,0.48198,0.96772,1,0.95554,0.9919,0.88482,0.47336,0.42348,0.83426,0.0014159,0.0014159,0.0014159
297,8461.46,0.52382,0.43574,0.88426,1,0.95554,0.9919,0.88482,0.47336,0.42348,0.83426,0.00141392,0.00141392,0.00141392
298,8475.81,0.6553,0.5111,0.93005,0.96363,0.98141,0.98485,0.87315,0.47202,0.39883,0.82934,0.00141194,0.00141194,0.00141194
299,8490.79,0.57683,0.45753,0.85789,0.96363,0.98141,0.98485,0.87315,0.47202,0.39883,0.82934,0.00140996,0.00140996,0.00140996
300,8505.89,0.57025,0.47695,0.86982,0.96444,0.96296,0.98198,0.88339,0.45659,0.3903,0.82324,0.00140798,0.00140798,0.00140798
301,8520.37,0.60763,0.4668,0.93057,0.96444,0.96296,0.98198,0.88339,0.45659,0.3903,0.82324,0.001406,0.001406,0.001406
302,8535.03,0.57172,0.46011,0.93857,0.95991,0.96296,0.97696,0.87565,0.48225,0.39706,0.8289,0.00140402,0.00140402,0.00140402
303,8549.54,0.63265,0.47772,0.95061,0.95991,0.96296,0.97696,0.87565,0.48225,0.39706,0.8289,0.00140204,0.00140204,0.00140204
304,8564.29,0.56908,0.43091,0.88628,0.97951,0.96296,0.98748,0.87345,0.49673,0.38147,0.83279,0.00140006,0.00140006,0.00140006
305,8578.98,0.64803,0.49948,0.94046,0.97951,0.96296,0.98748,0.87345,0.49673,0.38147,0.83279,0.00139808,0.00139808,0.00139808
306,8593.54,0.7107,0.57932,0.90655,1,0.97387,0.99464,0.87728,0.50284,0.38098,0.83339,0.0013961,0.0013961,0.0013961
307,8607.98,0.57287,0.44444,0.88167,1,0.97387,0.99464,0.87728,0.50284,0.38098,0.83339,0.00139412,0.00139412,0.00139412
308,8622.69,0.5594,0.44366,0.90131,1,0.99753,0.995,0.86942,0.51494,0.385,0.83626,0.00139214,0.00139214,0.00139214
309,8637.31,0.67398,0.47717,0.92241,1,0.99753,0.995,0.86942,0.51494,0.385,0.83626,0.00139016,0.00139016,0.00139016
310,8651.75,0.54627,0.45115,0.89963,1,0.99655,0.995,0.85785,0.53802,0.38239,0.84192,0.00138818,0.00138818,0.00138818
311,8666.14,0.56443,0.4486,0.92455,1,0.99655,0.995,0.85785,0.53802,0.38239,0.84192,0.0013862,0.0013862,0.0013862
312,8680.56,0.58831,0.45414,0.91784,0.98537,0.98765,0.99451,0.86677,0.49838,0.38167,0.8322,0.00138422,0.00138422,0.00138422
313,8694.8,0.63564,0.471,0.87211,0.98537,0.98765,0.99451,0.86677,0.49838,0.38167,0.8322,0.00138224,0.00138224,0.00138224
314,8709.03,0.67705,0.57032,0.9744,0.99704,0.96296,0.98616,0.88736,0.46128,0.36845,0.82299,0.00138026,0.00138026,0.00138026
315,8723.37,0.64291,0.48951,0.90393,0.99704,0.96296,0.98616,0.88736,0.46128,0.36845,0.82299,0.00137828,0.00137828,0.00137828
316,8737.83,0.58906,0.43892,0.90475,0.97555,0.98538,0.98716,0.88971,0.45509,0.36604,0.81951,0.0013763,0.0013763,0.0013763
317,8752.49,0.61509,0.46292,0.90658,0.97555,0.98538,0.98716,0.88971,0.45509,0.36604,0.81951,0.00137432,0.00137432,0.00137432
318,8767.06,0.5645,0.42707,0.87434,0.97553,0.9845,0.98772,0.89224,0.46467,0.36061,0.82305,0.00137234,0.00137234,0.00137234
319,8781.45,0.52445,0.43419,0.88152,0.97553,0.9845,0.98772,0.89224,0.46467,0.36061,0.82305,0.00137036,0.00137036,0.00137036
320,8795.89,0.55374,0.44972,0.87914,0.99806,0.95062,0.98735,0.89579,0.48181,0.35885,0.82985,0.00136838,0.00136838,0.00136838
321,8810.47,0.58925,0.46868,0.90859,0.99806,0.95062,0.98735,0.89579,0.48181,0.35885,0.82985,0.0013664,0.0013664,0.0013664
322,8825.01,0.52887,0.43153,0.87268,0.94098,0.98417,0.99018,0.88978,0.47024,0.37876,0.82617,0.00136442,0.00136442,0.00136442
323,8839.46,0.55376,0.45328,0.90639,0.94098,0.98417,0.99018,0.88978,0.47024,0.37876,0.82617,0.00136244,0.00136244,0.00136244
324,8853.89,0.56988,0.44802,0.8677,0.95049,0.94808,0.98533,0.89154,0.47007,0.39718,0.82279,0.00136046,0.00136046,0.00136046
325,8868.35,0.60945,0.45779,0.88146,0.95049,0.94808,0.98533,0.89154,0.47007,0.39718,0.82279,0.00135848,0.00135848,0.00135848
326,8882.83,0.63464,0.49264,0.92483,0.88697,0.98765,0.98089,0.88348,0.46746,0.41717,0.82151,0.0013565,0.0013565,0.0013565
327,8897.08,0.60515,0.4808,0.90164,0.88697,0.98765,0.98089,0.88348,0.46746,0.41717,0.82151,0.00135452,0.00135452,0.00135452
328,8911.54,0.6238,0.46529,0.89181,0.94912,0.92128,0.97906,0.88212,0.49062,0.42138,0.82232,0.00135254,0.00135254,0.00135254
329,8925.98,0.68826,0.53262,0.95204,0.94912,0.92128,0.97906,0.88212,0.49062,0.42138,0.82232,0.00135056,0.00135056,0.00135056
330,8940.73,0.5909,0.47179,0.90555,0.9382,0.93716,0.9765,0.87699,0.48492,0.41809,0.82211,0.00134858,0.00134858,0.00134858
331,8955.25,0.54811,0.46225,0.87218,0.9382,0.93716,0.9765,0.87699,0.48492,0.41809,0.82211,0.0013466,0.0013466,0.0013466
332,8969.9,0.5745,0.42465,0.8813,0.92932,0.98765,0.98641,0.88853,0.4547,0.39297,0.81879,0.00134462,0.00134462,0.00134462
333,8984.85,0.65664,0.45206,0.89534,0.92932,0.98765,0.98641,0.88853,0.4547,0.39297,0.81879,0.00134264,0.00134264,0.00134264
334,8999.88,0.55414,0.46982,0.90448,0.93964,0.98765,0.99128,0.8992,0.45625,0.3794,0.81959,0.00134066,0.00134066,0.00134066
335,9014.47,0.56447,0.47875,0.90892,0.93964,0.98765,0.99128,0.8992,0.45625,0.3794,0.81959,0.00133868,0.00133868,0.00133868
336,9029,0.66998,0.52563,0.97883,0.98072,0.97531,0.99394,0.89974,0.46868,0.35628,0.82228,0.0013367,0.0013367,0.0013367
337,9043.66,0.67352,0.50275,0.89395,0.98072,0.97531,0.99394,0.89974,0.46868,0.35628,0.82228,0.00133472,0.00133472,0.00133472
338,9058.48,0.61683,0.44319,0.87958,1,0.95993,0.99427,0.88469,0.50441,0.36751,0.82999,0.00133274,0.00133274,0.00133274
339,9073.41,0.59465,0.45131,0.88429,1,0.95993,0.99427,0.88469,0.50441,0.36751,0.82999,0.00133076,0.00133076,0.00133076
340,9088.11,0.57272,0.45078,0.90239,1,0.96026,0.99405,0.88144,0.5052,0.37434,0.83117,0.00132878,0.00132878,0.00132878
341,9102.98,0.63314,0.4346,0.87028,1,0.96026,0.99405,0.88144,0.5052,0.37434,0.83117,0.0013268,0.0013268,0.0013268
342,9117.8,0.62058,0.46715,0.90612,0.96422,0.99815,0.99427,0.89537,0.48825,0.37953,0.82997,0.00132482,0.00132482,0.00132482
343,9132.56,0.52959,0.41807,0.85,0.96422,0.99815,0.99427,0.89537,0.48825,0.37953,0.82997,0.00132284,0.00132284,0.00132284
344,9147.28,0.56352,0.44473,0.89333,0.96423,0.99833,0.99416,0.89059,0.46975,0.37618,0.82815,0.00132086,0.00132086,0.00132086
345,9161.96,0.55853,0.393,0.88231,0.96423,0.99833,0.99416,0.89059,0.46975,0.37618,0.82815,0.00131888,0.00131888,0.00131888
346,9176.65,0.58714,0.4374,0.87899,1,0.96075,0.99416,0.90091,0.45486,0.37915,0.82301,0.0013169,0.0013169,0.0013169
347,9191.24,0.57207,0.43303,0.88508,1,0.96075,0.99416,0.90091,0.45486,0.37915,0.82301,0.00131492,0.00131492,0.00131492
348,9206.1,0.64042,0.54346,1.01746,0.96163,1,0.99427,0.90333,0.44302,0.37035,0.81884,0.00131294,0.00131294,0.00131294
349,9220.58,0.63106,0.46781,0.9116,0.96163,1,0.99427,0.90333,0.44302,0.37035,0.81884,0.00131096,0.00131096,0.00131096
350,9235.2,0.54841,0.42791,0.91575,0.97062,1,0.99439,0.89988,0.45079,0.36724,0.82092,0.00130898,0.00130898,0.00130898
351,9249.92,0.50491,0.41749,0.86822,0.97062,1,0.99439,0.89988,0.45079,0.36724,0.82092,0.001307,0.001307,0.001307
352,9264.36,0.60877,0.4643,0.87509,0.97156,1,0.99439,0.8953,0.48217,0.36737,0.8246,0.00130502,0.00130502,0.00130502
353,9278.71,0.58685,0.44453,0.89056,0.97156,1,0.99439,0.8953,0.48217,0.36737,0.8246,0.00130304,0.00130304,0.00130304
354,9293.15,0.56517,0.43424,0.89439,0.98746,0.97216,0.99404,0.90519,0.46629,0.36447,0.81996,0.00130106,0.00130106,0.00130106
355,9307.57,0.57883,0.47536,0.90805,0.98746,0.97216,0.99404,0.90519,0.46629,0.36447,0.81996,0.00129908,0.00129908,0.00129908
356,9322.08,0.6411,0.47619,0.88236,0.98497,0.96296,0.99194,0.89641,0.46838,0.37366,0.82268,0.0012971,0.0012971,0.0012971
357,9336.45,0.60866,0.43784,0.88208,0.98497,0.96296,0.99194,0.89641,0.46838,0.37366,0.82268,0.00129512,0.00129512,0.00129512
358,9351.13,0.53694,0.44213,0.90749,0.96566,0.97531,0.99228,0.88632,0.48101,0.36737,0.82557,0.00129314,0.00129314,0.00129314
359,9365.33,0.62464,0.4549,0.92974,0.96566,0.97531,0.99228,0.88632,0.48101,0.36737,0.82557,0.00129116,0.00129116,0.00129116
360,9379.49,0.56911,0.43871,0.85334,0.98685,0.98765,0.99464,0.89052,0.45299,0.35131,0.82077,0.00128918,0.00128918,0.00128918
361,9393.87,0.56488,0.43632,0.89613,0.98685,0.98765,0.99464,0.89052,0.45299,0.35131,0.82077,0.0012872,0.0012872,0.0012872
362,9408.04,0.59591,0.42973,0.89605,0.98761,0.97531,0.99452,0.8968,0.44496,0.351,0.81929,0.00128522,0.00128522,0.00128522
363,9422.38,0.59002,0.42278,0.91788,0.98761,0.97531,0.99452,0.8968,0.44496,0.351,0.81929,0.00128324,0.00128324,0.00128324
364,9437.12,0.6371,0.47469,0.91334,1,0.97416,0.99429,0.90147,0.43169,0.35509,0.81583,0.00128126,0.00128126,0.00128126
365,9451.84,0.64002,0.4732,0.93992,1,0.97416,0.99429,0.90147,0.43169,0.35509,0.81583,0.00127928,0.00127928,0.00127928
366,9466.38,0.56861,0.43151,0.88638,0.99851,0.98765,0.99464,0.90613,0.42673,0.35645,0.81561,0.0012773,0.0012773,0.0012773
367,9481.21,0.50072,0.41025,0.85244,0.99851,0.98765,0.99464,0.90613,0.42673,0.35645,0.81561,0.00127532,0.00127532,0.00127532
368,9496.04,0.65649,0.48749,0.9392,1,0.98484,0.99476,0.89921,0.44774,0.36208,0.81873,0.00127334,0.00127334,0.00127334
369,9510.43,0.57219,0.48468,0.91202,1,0.98484,0.99476,0.89921,0.44774,0.36208,0.81873,0.00127136,0.00127136,0.00127136
370,9525.08,0.59062,0.45599,0.87616,1,0.98371,0.99464,0.90128,0.42335,0.35348,0.81353,0.00126938,0.00126938,0.00126938
